ID,台語羅馬字,台語羅馬字2,台語漢字,華語對譯,英文,pos_h
13537,gia5-ko-chhioh,,gia5篙尺,;指揮;,,Na;VC
13538,gia5-lan5-sek,,牙蘭色,;葡萄紫;藕荷;藕荷色;,,
13539,gia5-nge7-ko,gia5-ngi7-ko,gia5硬篙,;反對到底;固執己見;唱反調;,,VA
13540,gia5-nng7-chioh8,,鵝卵石,;鵝卵石;,,Na
13541,gia5-si3-kou3,gia5-se3-kou3,gia5勢故,;狐假虎威;挾勢弄權;,,VH
13542,gia5-si3-thau5,gia5-se3-thau5,gia5勢頭,;狐假虎威;挾勢弄權;,,VH
13543,gia5-sin-si3,gia5-sin-se3,gia5身勢,;仗勢;,,Dh
13544,gia5-thau5,,gia5頭,;抬頭;起頭;發起;,,Dd;VA;Na;VC
13545,gia5-thi7-ke,gia5-thi7-koe,gia5雉雞,;騎坐;,,
13546,giah8,,giah8,;挑;拿;撥;,,VD;VC
13547,giah8,,愕,;愕;,,b
13548,giah8,,揭,;拿;揭;舉;,,VC
13549,giah8,,額,;數額;額;,,Na;b
13550,giah8-ang5-teng,,舉紅燈,;拉皮條;,,VB
13551,giah8-bak8,,giah8目,;舉目;,,Dh
13552,giah8-bak8,,舉目,;舉目;,,Dh
13553,giah8-boe2,giah8-be2,額尾,;餘額;,,Na
13554,giah8-boe2-thang5,giah8-be2-thang5,giah8尾蟲,;蠍蛉;,,
13555,giah8-chau3-pan2,,舉奏板,;打小報告;,,VA
13556,giah8-chhiu2,,giah8手,;舉手;,,VA
13557,giah8-chhiu2,,舉手,;舉手;,,VA
13558,giah8-chhoaN,,舉扦,;挑刺;,,
13559,giah8-goa7,,額外,;份外;額外;,,A
13560,giah8-hou7-soaN3,,舉雨傘,;打傘;,,VA
13561,giah8-ke5,,giah8-ke5,;自找麻煩;椵;,,
13562,giah8-ki,,giah8乩,;扶乩;,,VA
13563,giah8-koaiN5,,giah8懸,;高昂;,,VH
13564,giah8-koan5,,giah8高,;高舉;,,VC
13565,giah8-kong5,,giah8狂,;張狂;發狂;,,VH
13566,giah8-pit,,giah8筆,;執筆;,,VA
13567,giah8-siaN,,額聲,;分量;成數;持分;數額;,,VI;Na
13568,giah8-sou3,,額數,;數額;額數;,,Na
13569,giah8-thau5,,giah8頭,;抬頭;翹首;,,VA
13570,giah8-thau5,,舉頭,;抬頭;翹首;,,VA
13571,giah8-thau5-chhiuN,,舉頭鎗,;打先鋒;,,
13572,giah8-thau5-ki5,,舉頭旗,;出風頭;獨佔鰲頭;,,VA;VH
13573,giah8-to,,giah8刀,;持刀;,,VA
13574,giah8-to3-chhiu2,,giah8倒手,;左撇子;,,Na
13575,giah8-tou7,,額度,;額度;,,Na
13576,giah-chhi3,,giah刺,;挑刺;,,
13577,giah-chhoaN,,giah-chhoaN,;揭;,,VC
13578,giah-hun5,,giah痕,;頭路;,,Na
13579,giah-khui,,揭開,;揭開;,,VR
13580,giah-phoa3,,giah破,;挑破;,,
13581,giam2,,giam2,;厭惡;,,VK
13582,giam2,,噞,;討厭;厭惡;,,VK
13583,giam2-jian5,,儼然,;儼然;,,Db
13584,giam2-nge7,giam2-ngi7,儼硬,;強硬;硬朗;頑強;穩健;剛硬;堅強;堅毅;強壯;,,VH
13585,giam2-siau5,,噞siau5,;討厭;厭惡;,,VK
13586,giam5,,岩,;岩;,,b
13587,giam5,,嚴,;嚴;,,Nb;VH
13588,giam5,,巖,;巖;,,b
13589,giam5-beng5,,嚴明,;嚴明;,,VH
13590,giam5-bit8,,嚴密,;嚴密;,,VH
13591,giam5-chan5,,岩層,;岩層;,,Na
13592,giam5-cheng3,,嚴正,;嚴正;,,VH
13593,giam5-chun3,,嚴峻,;嚴峻;,,VH
13594,giam5-gai5,,嚴啀,;嚴格;嚴緊;,,VH
13595,giam5-han5,,嚴寒,;嚴寒;,,VH
13596,giam5-heng5,,嚴刑,;嚴刑;,,Na
13597,giam5-hoat8,,嚴罰,;嚴罰;,,
13598,giam5-hong5,,嚴防,;嚴防;,,VE
13599,giam5-hu7,,嚴父,;嚴父;,,Na
13600,giam5-keh,,嚴格,;嚴格;,,VH
13601,giam5-kho,,嚴苛,;嚴苛;,,VH
13602,giam5-kim3,,嚴禁,;嚴禁;,,VF
13603,giam5-kin2,,嚴謹,;嚴謹;,,VH
13604,giam5-kong,,岩公,;大眼鯛;曳絲大眼鯛;,,
13605,giam5-le7,,嚴厲,;嚴厲;,,VH
13606,giam5-li7,,嚴厲,;嚴厲;,,VH
13607,Giam5-lo5-ong5,,閻羅王,;閻羅王;,,Nb
13608,giam5-ong5-che3,,閻王債,;高利貸;,,Na
13609,giam5-pan7,,嚴辦,;嚴辦;,,VC
13610,giam5-sim2,,嚴審,;嚴審;,,
13611,giam5-siok,,嚴肅,;嚴肅;,,VH
13612,giam5-siu2,,嚴守,;嚴守;,,VC
13613,giam5-su2,,嚴暑,;酷暑;,,Na
13614,giam5-su5,,嚴詞,;嚴詞;,,Na
13615,giam5-teng5,,嚴懲,;嚴懲;,,VC
13616,giam5-tin7-i2-thai7,,嚴陣以待,;嚴陣以待;,,VA
13617,giam5-tiong7,,嚴重,;嚴重;,,VH
13618,giam5-tong,,嚴冬,;嚴冬;,,Nd
13619,giam7,,驗,;驗;,,VC
13620,giam7-bak8-chiu,,驗目睭,;檢驗眼晴;,,
13621,giam7-beng5-cheng3-sin,,驗明正身,;驗明正身;,,VA
13622,giam7-cheng3,,驗證,;驗證;,,VE
13623,giam7-ek8,,驗疫,;驗疫;,,
13624,giam7-hoeh,giam7-huih,驗血,;驗血;,,VB
13625,giam7-jio7,,驗尿,;驗尿;,,VB
13626,giam7-si,,驗屍,;驗屍;,,VA
13627,giam7-si-koaN,,驗屍官,;驗屍官;,,Na
13628,giam7-siong,,驗傷,;驗傷;,,VB
13629,giam7-siu,,驗收,;驗收;,,VC
13630,giam7-tiong7,,嚴重,;厲害;,,VH
13631,gian2-che3,,研製,;研製;,,VC
13632,gian2-cheng5,,眼前,;眼前;,,
13633,gian2-chiau2,gan2-chiau2,眼鳥,;鬼靈精怪;機靈;,,VH
13634,gian2-gi2,,研擬,;研擬;,,VC
13635,Gian2-kho2-hoe7,,研考會,;研考會;,,Nc
13636,gian2-kiu3,,研究,;研究;,,VE
13637,gian2-kiu3-chhut,,研究出,;研究出;,,VR
13638,gian2-kiu3-hui3,,研究費,;研究費;,,Na
13639,gian2-kiu3-iN7,,研究院,;研究院;,,Nc
13640,gian2-kiu3-sek,,研究室,;研究室;,,Nc
13641,gian2-kiu3-seng,,研究生,;研究生;,,Na
13642,gian2-phoaN3,,研判,;研判;,,VE
13643,gian2-si5,,眼時,;目下;眼前;,,Dd
13644,gian2-sip8,,研習,;研習;,,VC
13645,gian2-sip8-hoe7,,研習會,;研習會;,,Na
13646,gian2-te3-te3,gian2-teh-teh,娟塊塊,;孤高自傲;高傲;,,VH
13647,gian2-tho2,,研討,;研討;,,VE
13648,gian2-thok8,,研讀,;研讀;,,VC
13649,gian3,,gian3,;上癮;渴望;,,VK;VH
13650,gian3-bak8,,癮目,;一飽眼福;,,
13651,gian3-chhio3,,癮笑,;愛笑;,,
13652,gian3-chiah8,,癮食,;貪嘴;,,VH
13653,gian3-hun--e5,,癮薰的,;癮君子;,,Na
13654,gian3-kah,,癮甲,;饞得慌;,,
13655,gian3-kah-noa7-lau5,,癮甲瀾流,;垂涎欲滴;,,
13656,gian3-khau3,,癮哭,;愛哭;,,
13657,gian3-kong2,,癮講,;講不停;,,
13658,gian3-kun-chu2,,癮君子,;癮君子;,,Na
13659,gian3-pa-pa,,癮巴巴,;瘦乾巴;,,
13660,gian3-pi5,,癮脾,;過癮;,,VH
13661,gian3-sian-ko,,癮仙膏,;垂涎;奢想;望梅止渴;,,VJ;VH
13662,gian3-soa7-soa7,,gian3逝逝,;饞得慌;,,
13663,gian3-thau5,,gian3頭,;饞勁兒;傻瓜;,,Na
13664,gian3-thau5,,癮頭,;凱子;傻瓜;,,Na
13665,gian5-beng5,,言明,;言明;,,VE
13666,gian5-chhut-pit-heng5,,言出必行,;言出必行;,,VH
13667,giaN5-chih,,迎接,;迎接;,,VC
13668,gian5-chi-koe3-cha2,gian5-chi-ke3-cha2,言之過早,;言之過早;,,VA
13669,gian5-gi2,gian5-gu2,言語,;言語;,,VA
13670,gian5-goa7-chi-i3,,言外之意,;言外之意;,,Na
13671,gian5-ha7,,言下,;言下;,,Nc
13672,gian5-heng5,,言行,;言行;,,Na
13673,gian5-iu5-chai7-ni2,,言猶在耳,;言猶在耳;,,VH
13674,gian5-kip8,,言及,;言及;,,VC
13675,gian5-kui-cheng3-toan7,,言歸正傳,;言歸正傳;,,VA
13676,gian5-lun7,,言論,;言論;,,Na
13677,gian5-si5,,言辭,;言辭;,,Na
13678,gian5-su5,,言詞,;言詞;,,Na
13679,gian5-tam5,,言談,;言談;,,Na
13680,gian5-tong7,,言行,;言行;,,Na
13681,giang,,giang,;叮噹響;,,VH
13682,giang3,,齴,;突出;參差不齊;,,VC;VH
13683,giang3-ge5,,齴牙,;固執己見;虎牙;強詞奪理;暴牙;齙牙;辯解;齜牙;,,VA;Na;VE
13684,giang3-khi2,,齴齒,;暴牙;齙牙;齜牙;,,VA;Na
13685,giang-a2,,giang仔,;小鈴;鈴鐺;,,Na
13686,giang-a2,,鈃仔,;手鈴;鈴鐺;,,Na
13687,giang-a2-khoan5,,鈃仔環,;串鈴;,,Na
13688,giang-giang,,鈃鈃,;零零落落;,,
13689,giang-giang-a2,,鈃鈃仔,;搖鈴;,,VA;Na
13690,giap8,,挾,;挾;,,
13691,giap8,,業,;勞碌命;業;,,b;VH
13692,giap8-bu7,,業務,;業務;,,Na
13693,giap8-bu7-oan5,,業務員,;業務員;,,Na
13694,giap8-bu7-pou7,,業務部,;業務部;,,Nc
13695,giap8-che3,,業債,;宿債;業障;孽債;,,Na
13696,giap8-chek,,業績,;業績;,,Na
13697,giap8-chia2,,業者,;業者;,,Na
13698,giap8-chu2,,業主,;業主;,,Na
13699,giap8-i2,,業已,;業已;,,Dd
13700,giap8-i5,giap8-u5,業餘,;業餘;,,A
13701,giap8-kai3,,業界,;業界;,,Nc
13702,giap8-keng,,業經,;業經;,,P2
13703,giap8-mia7,,giap8命,;勞碌命;,,VH
13704,giap8-mia7,,業命,;命運多乖;勞碌命;,,VH
13705,giap8-san2,,業產,;家業;產業;,,Na
13706,giap8-siang3,giap8-siong3,業相,;勞碌命;,,VH
13707,giap8-sin5,,業神,;勞碌命;,,VH
13708,giap-a2,,夾仔,;夾子;,,Na
13709,giap-a2,,挾仔,;鑷子;,,Na
13710,giap-phang7,,夾縫,;夾縫;,,Na
13711,giat8,,孽,;淘氣;頑皮;調皮;,,VH
13712,giat8-a2-oe7,,孽仔話,;俏皮話;,,Na
13713,giat8-chu2,,孽子,;逆子;庶子;,,Na
13714,giat8-giat8,,孽孽,;怪裡怪氣;,,VH
13715,giat8-gin2-a2,,孽gin2仔,;頑童;,,Na
13716,giat8-ke,giat8-koe,孽雞,;促狹;,,VH
13717,giat8-oe7,,孽話,;調皮話;,,
13718,giat8-siau5,,孽siau5,;乖張;頑皮;彆扭;,,VH
13719,giat8-siau5-oe7,,孽siau5話,;下流話;,,
13720,giat-a2,,蠍仔,;蠍子;,,Na
13721,giat-a2,,囓仔,;蠹魚;,,Na
13722,giat-a2-thang5,,蠍仔蟲,;蠍子;,,Na
13723,giat-a2-thang5,,囓仔蟲,;蠹魚;,,Na
13724,giat-lau2,giat-au2,giat-lau2,;滾蛋;淘汰;,,VA;VC
13725,giau2,,giau2,;挑;,,VC
13726,giau5,,堯,;堯;,,Nb
13727,giau5-gi5,,giau5-gi5,;懷疑;,,VK
13728,giau5-gi5,,僥疑,;犯疑;生疑;狐疑;起疑;猜忌;猜疑;嫌疑;疑心;蹊蹺;懷疑;,,Na;VK;VB;VE;VJ;VH
13729,giau5-gi5,,饒疑,;懷疑;,,VK
13730,giau5-ku2,,堯韭,;石菖蒲;,,
13731,giau5-sim,,僥心,;心眼兒;,,Na
13732,giau5-sun3,,堯舜,;堯舜;,,
13733,gih,,gih,;砌;,,VC
13734,gih-chng-a2,,築磚仔,;砌磚;,,VA
13735,gih-gih-chhoah,,瞿瞿chhoah,;顫抖;,,VA
13736,gih-gih-chun,gih-gih-chun3,瞿瞿顫,;顫抖;,,VA
13737,gih-tah,,gih-tah,;吉他;,,Na
13738,gim2,,錦,;錦;,,b
13739,gim2-choa5,kim2-choa5,錦蛇,;錦蛇;,,
13740,gim2-gi7,,錦議,;合計;協商;磋商;,,VG;VE
13741,gim2-hiN7-chhau2,,錦耳草,;虎耳草;,,
13742,gim2-ke,gim2-koe,錦雞,;金雞;錦雞;,,Na
13743,gim2-ki5,,錦旗,;錦旗;,,Na
13744,gim2-long5-biau7-ke3,,錦囊妙計,;錦囊妙計;,,Na
13745,gim2-se-hong,,錦西風,;雁來紅;,,
13746,gim2-siang7-thiN-hoe,gim2-siong7-thiN-hoe,錦上添花,;錦上添花;,,VA
13747,gim2-siu3,,錦繡,;錦繡;,,Na
13748,gim3-ku-ke,gim3-ku-koe,gim3龜雞,;病夫;病貓;瘟雞;,,Na
13749,gim5,,gim5,;階;簷下;,,Nc;Nf
13750,gim5,,吟,;吟;,,VC
13751,gim5,,岑,;岑;,,b
13752,gim5-bi7,,吟味,;吟味;,,
13753,gim5-chhiuN3,,吟唱,;吟唱;,,VC
13754,gim5-chiN5,,gim5簷,;屋簷;,,Na
13755,gim5-khiN5,,gim5簷,;屋簷;,,Na
13756,gim5-kiN5,,gim5墘,;屋簷;,,Na
13757,gim5-si,,吟詩,;吟詩;,,
13758,gim5-siong7,,吟誦,;吟誦;,,VE
13759,gim7,,gim7,;握;,,VC
13760,gim7-chhiu2,,扲手,;抵當;握手;,,VA
13761,gim7-meh8,,扲脈,;把脈;,,
13762,gim7-toa3,,扲帶,;抵當;,,
13763,gin2-a2,,gin2仔,;小孩子;兒女;兒童;小兒;娃娃;孩子;,,Nh;Na
13764,gin2-a2-bin7,,gin2仔面,;娃娃臉;,,Na
13765,gin2-a2-chai,,gin2仔崽,;幼兒;小鬼頭;幼童;民族幼苗;,,Na
13766,gin2-a2-chhut,,gin2仔齣,;兒童劇;,,
13767,gin2-a2-chiaN,,gin2仔精,;人小鬼大;小鬼頭;,,Na;VH
13768,gin2-a2-eN,gin2-a2-iN,gin2仔嬰,;小孩子;嬰兒;,,Na
13769,gin2-a2-hi3,,gin2仔戲,;兒童劇;,,
13770,gin2-a2-hiaN,,gin2仔兄,;小人兒;小兄哥;小哥;,,Na
13771,gin2-a2-iuN7,,gin2仔樣,;孩子氣;,,VH
13772,gin2-a2-jio7,,gin2仔尿,;童便;,,
13773,gin2-a2-kang,,gin2仔工,;童工;,,Na
13774,gin2-a2-kau5,,gin2仔猴,;小鬼頭;,,Na
13775,gin2-a2-khi2,,gin2仔齒,;乳齒;,,Na
13776,gin2-a2-khi3,,gin2仔氣,;稚氣;,,VH
13777,gin2-a2-kho,,gin2仔科,;小兒科;,,Nc
13778,gin2-a2-khoan2,,囡仔款,;幼稚;孩子氣;像孩子;,,VH
13779,gin2-a2-khui3,,gin2仔氣,;孩子氣;稚氣;,,VH
13780,gin2-a2-kiaN2,,gin2仔囝,;小孩子;幼童;,,Na
13781,gin2-a2-koa,,gin2仔歌,;兒歌;童謠;,,Na
13782,gin2-a2-kui2,,gin2仔鬼,;小鬼頭;,,Na
13783,gin2-a2-lang5,,gin2仔人,;小孩子;小孩子家;孩子家;,,Na
13784,gin2-a2-mih8,,gin2仔物,;玩具;童玩;,,Na
13785,gin2-a2-ong5,,gin2仔王,;孩子王;,,
13786,gin2-a2-peng,,gin2仔兵,;娃娃兵;,,
13787,gin2-a2-phi2,,gin2仔疕,;小毛頭;小鬼;小鬼頭;小蘿蔔頭;毛頭小子;蘿蔔頭;,,Na
13788,gin2-a2-phoaN7,,gin2仔伴,;童年玩伴;,,
13789,gin2-a2-phoe,,gin2仔胚,;青少年;,,Na
13790,gin2-a2-saN,,gin2仔衫,;小衣裳;童裝;,,Na
13791,gin2-a2-sek,,gin2仔式,;孩子氣;小孩子氣;,,VH
13792,gin2-a2-seng3,,gin2仔性,;小孩子氣;幼稚;孩子氣;稚氣;,,VH
13793,gin2-a2-si5,,gin2仔時,;小時候;童年;,,Na;Nd
13794,gin2-a2-siaN,,gin2仔聲,;童聲;,,
13795,gin2-a2-siong3,gin2-a2-siang3,gin2仔相,;稚氣;幼稚;孩子氣;,,VH
13796,gin2-a2-sng2,,gin2仔耍,;兒戲;童玩;,,Na
13797,gin2-a2-tan,,gin2仔仃,;仃;,,b
13798,gin2-a2-thau5,,gin2仔頭,;孩子頭;孩子王;,,
13799,gin2-a2-tho5,,gin2仔桃,;青少年;,,Na
13800,gin2-a2-thun5,,gin2仔豚,;小伙子;青少年;,,Na
13801,gin2-a2-tioh,,gin2仔tioh,;天真爛漫;孩子氣;,,VH
13802,gin2-a2-ui,,gin2仔衣,;胎盤;胞衣;,,Na
13803,gin2-na2-kang,,囝仔工,;童工;,,Na
13804,gin5,,gin5,;睨視;凝;瞪眼;乜斜;氣憤難消;睚眥;,,VA;VC;Dh;b
13805,gin5,gun5,銀,;銀;銀子;,,Na
13806,gin5-a2-thau5,gun5-a2-thau5,銀仔頭,;銀錢;,,Na
13807,gin5-bak8,,gin5目,;瞪眼;,,VA
13808,gin5-bou7,gun5-bou7,銀幕,;銀幕;,,Nc
13809,gin5-chhi2,gun5-chhu2,銀鼠,;貂;鼬鼠;,,Na
13810,gin5-chhiuN,gun5-chhiuN,銀鯧,;銀鯧;,,
13811,gin5-chioh8,gun5-chioh8,銀石,;試金石;,,Na
13812,gin5-chit8-e7,,gin5一下,;白一眼;,,
13813,gin5-choa2,gun5-choa2,銀紙,;紙幣;紙錢;鈔票;冥紙;銀紙;,,Na
13814,gin5-chu-pit,gun5-chu-pit,銀朱筆,;朱筆;,,
13815,gin5-goan5,gun5-goan5,銀元,;銀元;,,Na
13816,gin5-gu5,gun5-gu5,銀牛,;金牛;多金客;,,
13817,gin5-hang5,gun5-hang5,銀行,;銀行;,,Nc
13818,gin5-hang5-giap8,gun5-hang5-giap8,銀行業,;銀行業;,,Na
13819,gin5-hang5-ka,gun5-hang5-ka,銀行家,;銀行家;,,Na
13820,gin5-hang5-kai3,gun5-hang5-kai3,銀行界,;銀行界;,,Nc
13821,gin5-hang5-thoan5,gun5-hang5-thoan5,銀行團,;銀行團;,,Na
13822,gin5-hap8-hoan,gun5-hap8-hoan,銀合歡,;銀合歡;,,
13823,gin5-heng7,gun5-heng7,銀杏,;銀杏;,,Na
13824,gin5-hi5,gun5-hu5,銀魚,;白帶魚;,,
13825,gin5-hioh8-kiok,gun5-hioh8-kiok,銀葉菊,;銀葉菊;,,
13826,gin5-ho5,gun5-ho5,銀河,;銀河;,,Na
13827,gin5-hoat,gun5-hoat,銀髮,;銀髮;,,Na
13828,gin5-hun,gun5-hun,銀婚,;銀婚;,,Na
13829,gin5-kak,gun5-kak,銀角,;銀塊;銀幣;,,Na
13830,gin5-kak-a2,gun5-kak-a2,銀角仔,;硬幣;零錢;輔幣;角子;毫子;銅板;,,Na
13831,gin5-khi3,gun5-khi3,銀器,;銀器;,,Na
13832,gin5-kho3,gun5-kho3,銀kho3,;元寶;銀錠;,,Na
13833,gin5-khou3,gun5-khou3,銀庫,;金庫;,,Na
13834,gin5-kui2,gun5-kui2,銀鬼,;拜金主義者;,,
13835,gin5-kui3,gun5-kui3,銀桂,;桂花;,,Na
13836,gin5-lau5,gun5-lau5,銀樓,;銀樓;,,Nc
13837,gin5-niu2,gun5-niu2,銀兩,;銀子;,,Na
13838,gin5-ok,,凝惡,;怒視;,,
13839,gin5-ou,gun5-ou,銀鷗,;黑脊鷗;,,
13840,gin5-pai5,gun5-pai5,銀牌,;銀牌;,,Na
13841,gin5-pe3,gun5-pe3,銀幣,;銀幣;,,Na
13842,gin5-phio3,gun5-phio3,銀票,;鈔票;紙幣;錢幣;,,Na
13843,gin5-sek,gun5-sek,銀色,;銀色;,,Na
13844,gin5-sim,,凝心,;氣憤難消;憤恨不平;,,
13845,gin5-tan,gun5-tan,銀丹,;白水木;,,
13846,gin5-te7,gun5-te7,銀袋,;錢袋;,,Na
13847,gin5-te7-a2,gun5-te7-a2,銀袋仔,;錢袋;,,Na
13848,gin5-tiaN7,gun5-tiaN7,銀錠,;銀錠;,,Na
13849,gin5-toaN,gun5-toaN,銀單,;支票;匯票;,,Na
13850,gin7,,gin7,;討厭;嫌惡;厭惡;,,VK;VJ
13851,gin7-lan7,,恨膦,;厭惡;,,VK
13852,gin7--lang5,,gin7人,;討人嫌;,,VH
13853,gin7-siau5,,gin7-siau5,;厭惡;,,VK
13854,gin7-siau5,,恨siau5,;嫌惡;厭惡;憎惡;,,VK;VJ
13855,gin7-sin5,,gin7神,;惡心;嫌惡;厭惡;憎惡;,,Na;VK;VJ
13856,gin-giang,,gin-giang,;鈴鐺;,,Na
13857,gio2,,gio2,;偷一眼;瞥;,,VC
13858,gio2-chit8-e7,,gio2一下,;瞄一眼;,,
13859,gio5,,gio5,;蛤;,,b
13860,gio5,,蕘,;蕘;,,b
13861,gio5,,蟯,;文蛤;蟯;,,b
13862,gio5-a2,,蟯仔,;蛤蜊;文蛤;,,Na
13863,gio5-a2-ke,gio5-a2-koe,gio5仔街,;花街;,,
13864,gio5-e5,,gio5-e5,;同名;,,
13865,gio5-poe,,橈棓,;船槳;短槳;,,
13866,gioh8,,虐,;虐;,,b
13867,gioh8,,睨,;睨;,,b
13868,gioh8,,謔,;謔;戲弄;,,VC;b
13869,gioh8-chhio3,,謔笑,;嘲笑;調侃;諷刺;,,VC
13870,gioh8-chhui3,,虐嘴,;拗口;,,VH
13871,gioh8-siah,,謔削,;訕笑;,,VC
13872,gioh8-sio,,謔燒,;嘲笑;,,VC
13873,gioh8-sioh,,謔削,;削;戲謔;,,VC;VH
13874,gioh8-sioh8,,謔誚,;調戲;,,VC
13875,giok8,,玉,;玉;,,Na
13876,giok8-bi2,,玉米,;玉米;,,Na
13877,Giok8-cheN2,Giok8-chiN2,玉井,;玉井;,,Nc
13878,giok8-chhiu7,,玉樹,;白千層;,,
13879,giok8-chi2,,玉子,;枳蒲;愛玉子;,,
13880,giok8-chiau3,,玉照,;玉照;,,Na
13881,giok8-hong5,,玉皇,;玉皇大帝;,,Nb
13882,Giok8-hong5-tai7-te3,,玉皇大帝,;玉皇大帝;,,Nb
13883,giok8-io-chi2,,玉腰子,;愛玉子;,,
13884,giok8-kak-toa3,,玉角帶,;天仙果;,,
13885,giok8-lan5,,玉蘭,;玉蘭;,,Na
13886,giok8-lan5-chhiu7,,玉蘭樹,;玉蘭;,,Na
13887,giok8-lan5-hoe,,玉蘭花,;玉蘭;玉蘭花;白蘭花;,,Na
13888,giok8-li2,giok8-lu2,玉女,;玉女;,,Na;re;Nb
13889,Giok8-li2,,玉里,;玉里;,,Nc
13890,giok8-lui2-hoe,,玉蕊花,;百香果;,,
13891,Giok8-san,,玉山,;玉山;,,Nc
13892,giok8-som,,玉蔘,;土人蔘;,,
13893,giok8-su2,giok8-si2,玉璽,;玉璽;,,Na
13894,giok8-te3,,玉帝,;上帝;玉帝;玉皇大帝;,,Na;Nb
13895,giok8-thai7,,虐待,;虐待;,,VC
13896,giok8-the2,,玉體,;玉體;,,Na
13897,giong2-bong7,,仰望,;仰望;,,VC
13898,giong2-bou7,,仰慕,;仰慕;,,VJ
13899,giong2-kak,,仰角,;仰角;,,Na
13900,giong2-kiu5,,仰求,;仰求;,,
13901,giong2-nai7,,仰賴,;仰賴;,,VJ
13902,giong7,,giong7,;即將;幾乎;,,Dd;Da
13903,gip8,,岌,;岌;,,b
13904,gip8-gip8-kho2-gui5,,岌岌可危,;岌岌可危;,,VH
13905,giu2,,giu2,;曳;拉;,,VC;b
13906,giu2 hoaiN5-kho,,扭橫科,;拉單槓;,,
13907,giu2-au7-kha,,扭後腳,;chhoah肘;扯後腿;,,VB
13908,giu2--khi2-lai5,,giu2起來,;拉上;,,VR
13909,giu2-kin7,giu2-kun7,giu2近,;拉近;,,VC
13910,giu2-lang5-kheh,,giu2人客,;拉客;,,VA
13911,giu2-leng5-a2,,giu2鈴仔,;扯鈴;,,VA;Na
13912,giu2-phio3,,giu2票,;拉票;,,VB
13913,giu2-seng-li2,,giu2生理,;拉生意;,,VA
13914,giu2-seng-li2,,扭生理,;拉生意;,,VA
13915,giu2-tng5,,giu2長,;拉長;,,VR
13916,giu2-toa7-soh,,扭大索,;拔河;,,VA
13917,giu5-chhek,,牛膝,;印度牛膝;,,
13918,giu5-chhek-kiok,,牛膝菊,;小米菊;,,
13919,go5,,蛾,;蛾;,,Na
13920,go5,,熬,;蒸餾;熬;,,VC
13921,go5,,遨,;巡遊;原地打轉;迴轉;骨碌;旋轉;閒逛;閒蕩;遛彎;遨;,,VA;b
13922,go5,,鵝,;鵝;,,Na
13923,go5-a2,,鵝仔,;鵝;,,Na
13924,go5-a2-chhai3,,鵝仔菜,;小金英;山萵苣;鵝菜;,,
13925,go5-a2-chhau2,,鵝仔草,;小金英;山萵苣;,,
13926,go5-a2-kiaN2,,鵝仔囝,;小鵝;,,
13927,go5-a2-ng5,,鵝仔黃,;鵝黃色;,,
13928,go5-a2-tng5,,鵝仔腸,;繁縷;,,
13929,go5-bai5,,蛾眉,;蛾眉;,,Na
13930,go5-bo2,go5-bu2,鵝母,;母鵝;,,
13931,Go5-bun5,,俄文,;俄文;,,Na
13932,go5-chiuN2,,鵝掌,;鵝掌;鵝蹼;,,Na
13933,go5-chiuN2-chha5,,鵝掌柴,;江某;,,
13934,Go5-gi2,Go5-gu2,俄語,;俄語;,,Na
13935,go5-kang,,鵝公,;公鵝;,,
13936,go5-ke,go5-koe,遨街,;逛街;,,VA
13937,go5-kha-chhau2,,鵝腳草,;臭杏;,,
13938,go5-kha-chiuN2,,鵝腳掌,;鵝掌;鵝蹼;,,Na
13939,go5-kou2,,鰲鼓,;鰲鼓;,,
13940,go5-lo5,,俄羅,;俄羅斯;,,Nc
13941,Go5-lo5-su,,俄羅斯,;俄羅斯;,,Nc
13942,Go5-loan5-phiN7,,鵝鑾鼻,;鵝鑾鼻;,,Nc
13943,go5-mng5,,鵝毛,;鵝毛;,,Na
13944,go5-thau5,,鰲頭,;馬背;,,Na
13945,go5-thau5-piah,,鰲頭壁,;山牆;,,Na
13946,go5-thit,,遨佚,;遊逛;,,VA
13947,go5-thng,ngau5-thng,熬湯,;熬湯;,,
13948,go5-tng5-chhai3,,鵝腸菜,;繁縷;,,
13949,go7,,餓,;餓;,,VH
13950,go7-kui2,,餓鬼,;餓鬼;,,Na
13951,go7-si2,,餓死,;餓死;,,VR
13952,goa2,,我,;我;,,Nh
13953,goa2 iu5-goan5 si7 goa2,,我猶原是我,;依然故我;,,VH
13954,goa2-heng5-ngou2-sou3,,我行我素,;我行我素;,,VH
13955,goa2-kaiN2-nai2,,我間乃,;好傢伙;哎呀;,,I;Na
13956,goa2-khou2,,我苦,;哎呀;哎喲;,,I
13957,goa2-kiaN2-goa2-lou5,,我囝我lou5,;寶貝;,,Na;VJ
13958,goa2-piang3,,我piang3,;老天爺;哎呀;老天啊;我的天啊;,,I;Na
13959,goa2-piang3--a,,我piang3啊,;老天爺;,,Na
13960,goa7,,goa7,;若干;,,Ne
13961,goa7,,外,;外;開外;,,Ne;Nc;Ng
13962,goa7-a2,,偌仔,;多麼;何等;,,Df
13963,goa7-a2-ni7,,偌仔呢,;多麼;何等;,,Df
13964,Goa7-bauh8-hiap8-hoe7,,外貿協會,;外貿協會;,,Nc
13965,goa7-bin7,,外面,;外面;外邊;,,Nc
13966,goa7-bin7-ke,,外面家,;外家;,,Nc
