ID,台語羅馬字,台語羅馬字2,台語漢字,華語對譯,英文,freq,pos_h
411,am-tam,,闇耽,;傻呵呵;,,327,VH
412,am-tham,,掩貪,;貪心;貪婪;,,461,VH
413,am-tham,,闇貪,;貪婪;,,204,VH
414,an,,安,;安;安心;安置;鍍;,,872,VC;Nb;VH
415,an,,氨,;氨;,,294,Na
416,aN2,,aN2,;偏袒;,,201,VJ
417,an2,,俺,;我的;,,3440,
418,an2-chaiN2,,按怎,;怎樣;,,974,Dh
419,an2-che2,,俺姐,;俺姐;庶母;,,436,Na
420,an2-chek,,俺叔,;叔叔;,,425,Na
421,an2-chim2,,俺嬸,;叔母;,,332,Na
422,an2-choaN2,,按怎,;何以;怎的;怎麼;怎麼樣;怎樣;為何;幹甚麼;幹嘛;,,3551,VA;Dh;Dj;VH
423,an2-choaN2-iuN7,,按怎樣,;怎麼樣;,,1485,Dj;VH
424,an2-choaN2-kong2,,按怎講,;怎麼說;,,2876,VH
425,an2-choaN2-m7,,按怎m7,;何不;,,2366,Dj
426,an2-chou2,,俺祖,;老奶奶;老爺爺;曾祖;曾祖母;,,899,Na
427,an2-goeh8,an2-geh8,按月,;按月;,,1248,Dh
428,an2-hiaN,,安兄,;哥哥;,,582,Na
429,an2-kian7,,按鍵,;按鍵;,,527,VA
430,an2-kong,,俺公,;公公;祖父;爺;爺爺;,,837,Na;b
431,an2-kou,,俺姑,;姑母;,,507,Na
432,aN2-kui-peng5,,aN2規旁,;偏袒;,,675,VJ
433,an2-ma2,,俺媽,;奶奶;姥姥;婆婆;,,727,Na
434,an2-ma2-the2,,俺媽體,;婆婆媽媽;,,927,VH
435,an2-ne,,按呢,;如此;如是;這樣;這樣子;,,4264,Na;Da;Nf;Dh;VH
436,an2-ni,,按呢,;如此;這樣;,,3173,Da;Nf;Dh
437,an2-ni2,,按呢,;如此;那麼;那樣;這麼;這樣;,,4790,Da;Nf;Dh;Df
438,an2-ni2-a2,,按呢仔,;那麼著;這麼著;,,4604,Dk;Dh;VH
439,an2-ni2-seN,an2-ni2-siN,按呢生,;乃爾;這麼樣;,,3141,Dh;Df
440,an2-nia5,,俺娘,;媽媽;,,609,Na
441,aN2-oa2,,aN2倚,;偏袒;,,298,VJ
442,an2-peh,,俺伯,;大伯;大爺;,,1150,Na
443,an2-piN2,,俺扁,;扁形;,,337,
444,an2-se3-e5,an2-soe3-e5,俺細的,;兄弟;,,2613,Na
445,an3,,按,;打從;按;從;推估;推斷;預計;,,2165,P1;P4;VC;VE
446,an3,,案,;案;,,300,b
447,an3 chia,an3 chia5,按chia,;從這裡;,,2942,
448,an3-cheng5,,案情,;案情;,,731,Na
449,aN3-cheng5-hiaN3-au7,,aN3前向後,;前仰後合;,,1792,VH
450,an3-chiau3,,按照,;依照;,,794,P4
451,an3-choaN2,,按怎,;如何;為何;幹什麼;幹麼;,,2404,VA;Dh;Dj;VH
452,an3-choaN2-iuN7,,按怎樣,;怎樣;,,1232,Dh
453,an3-ha7,,按下,;按下;擱下;擱置;,,1291,VR;VC
454,aN3-hiN7,,偃耳,;傾耳;,,364,Dh
455,aN3-hiN7-thiaN,,偃耳聽,;傾聽;,,1229,VC
456,an3-hoat,,案發,;案發;,,573,VA
457,aN3-io,,aN3腰,;折腰;哈腰;彎腰;,,396,VA
458,an3-iu5,,案由,;案由;,,549,Na
459,an3-iuN7,,按樣,;照樣;,,631,Dh
460,an3-jit8,,按日,;按日;,,1066,Dh
461,an3-ki5,,按期,;按期;,,720,Dd
462,an3-kiaN7,,案件,;案子;案件;,,609,Na
463,an3-kng3,,案卷,;案卷;,,336,Na
464,an3-le7,,按例,;按例;,,697,Dh
465,an3-li2,,按理,;按理;,,886,Dh
466,aN3--loh8-khi3,aN3--loh8-khu3,aN3落去,;俯下去;彎腰;,,3077,VA
467,aN3--loh8-lai5,,aN3落來,;彎下;,,2132,VR
468,an3-meh8,hoaN7-meh8,按脈,;把脈;診脈;,,1174,VB
469,an3-mou5,,按摩,;按摩;,,583,VB
470,an3-nai7,,案內,;引導;招呼;招待;案內;接待;,,1149,VC
471,an3-ni,an3-ne,按呢,;那麼;那樣;這麼;這樣;,,4542,Da;Nf;Dh;Df
472,an3-ni-seN,an3-ni-siN,按呢生,;這樣子;,,3366,Na;Dh
473,an3-peng-put-tong7,,按兵不動,;按兵不動;,,4109,VA
474,an3-poaN5,,按盤,;估計;,,454,VE
475,an3-pou7-chiu7-pan,,按部就班,;按部就班;,,3773,Dh
476,an3-si5,,按時,;按時;,,1314,Dd
477,aN3-sin,,aN3身,;哈腰;彎腰;俯身;,,612,VA
478,an3-sng3,,按算,;打算;估計;估量;計算;料想;掂掇;預期;,,2005,VF;VC;VE
479,an3-te2,an3-toe2,案底,;前科;,,779,Na
480,aN3-thau5,,aN3頭,;低頭;俯首;,,1311,VA;Dh
481,an3-thau5-lai5,,按頭來,;從頭來;,,3383,
482,an3-tiaN7,,按定,;預定;,,613,VE
483,an3-toh,,案桌,;供桌;案桌;,,727,Na
484,aN5,,aN5,;左右袒;向著;佔有;庇護;,,2333,VC
485,an5,,an5,;牢靠;,,363,VH
486,aN5,,aN5,;拉進;,,557,
487,an5,,an5,;恆;拮据;窄巴;,,334,b;VH
488,aN5,,aN5,;袒護;,,235,VJ
489,an5,,an5,;緊巴巴;,,403,
490,aN5,,攔,;向著;袒護;遮蔽;,,815,VC;VJ
491,an5-an5,,an5-an5,;緊緊;,,325,Dh
492,aN5-chah8,,aN5閘,;掩蓋;袒護;,,483,VC;VJ
493,aN5-chhin,,攔親,;偏袒親信;護短;,,646,VA
494,aN5-chiah8,,aN5食,;拉來吃;,,2431,
495,aN5-cho3,aN5-choe3,aN5做,;堅持自己做;,,2598,
496,an5-khang,,an5空,;吃緊;拮据;錢根子緊;,,1494,VH
497,aN5-kui-peng5,,攔歸peng5,;偏袒;,,679,VJ
498,an5-pek-pek,,an5逼逼,;逼迫;,,431,VF
499,an5-so3,,an5燥,;拮据;,,241,VH
500,an5-tauh-tauh,,an5-tauh-tauh,;耐久;,,387,VH
501,an5-tiu-tiu,,an5丟丟,;緊巴巴;緊綁綁;緊繃繃;,,542,
502,an5-tong3-tong3,,an5-tong3-tong3,;緊緊的;緊綁綁;很緊;,,3076,
503,an5-tu-tu,,an5-tu-tu,;緊綁綁;,,564,
504,aN7,,餡,;餡;,,153,Na
505,an7-ki5,,限期,;延期;緩期;,,412,VB
506,an7-tiaN7,,限定,;限定;,,415,VK
507,a-nai2,,阿奶,;夫人;,,1727,Na
508,a-nai2-niu5,,阿奶娘,;貴夫人;,,1921,
509,an-bin5,,安眠,;安眠;安睡;,,857,VA
510,an-bin5-ioh8,,安眠藥,;安眠藥;,,986,Na
511,an-cheng7,,安靜,;安靜;,,1016,VH
512,an-chhah,,安插,;安插;,,636,VC
513,an-chhu3,,安厝,;安葬;,,883,VC
514,an-choaN2,,安怎,;怎麼;,,1119,Dj;VH
515,an-choaN2 chhong3,,安怎創,;怎麼辦;,,1316,VA
516,an-choaN2 kong2,,安怎講,;怎麼說;,,2734,VH
517,an-choaN2 pan7,,安怎辦,;怎麼辦;,,1270,VA
518,an-choan5,,安全,;安全;,,1030,VH
519,an-choan5-bo7,,安全帽,;安全帽;鋼盔;,,1240,Na
520,an-choan5-kam2,,安全感,;安全感;,,1418,Na
521,an-choan5-thui,,安全梯,;安全梯;,,1069,Na
522,an-choan5-to2,,安全島,;安全島;,,1309,Nc
523,an-choan5-toa3,,安全帶,;安全帶;,,2215,Na
524,an-chong,,安裝,;安裝;,,870,VC
525,an-chong7,,安葬,;安葬;,,557,VC
526,ang,,尪,;泥偶;,,418,
527,ang,,翁,;丈夫;夫;先生;老公;翁;,,1378,Na;b
528,ang3,,甕,;甕;,,235,Na
529,ang3,,齆,;齆;,,162,
530,ang3-a2,,甕仔,;小甕;壇;,,1332,b
531,ang3-chhai3,,甕菜,;空心菜;,,749,Na
532,ang3-chhng3,,甕串,;黃鰭鮪;鮪魚;,,662,Na
533,ang3-lang2,,甕籠,;冥頑;褦襶;不明事理;乖戾;,,1755,VH
534,ang3-lang2-chhiah,,甕籠赤,;潑辣;,,700,VH
535,ang3-phiN7,,齆鼻,;鼻塞;,,502,VH
536,ang3-phiN7-a2,,齆鼻仔,;齉鼻兒;,,1232,
537,ang3-phiN7-siaN,,齆鼻聲,;鼻塞聲;,,1029,
538,ang3-siaN,,甕聲,;神氣活現;甕聲甕氣;,,1050,VH
539,ang3-siaN,,齆聲,;鼻音;,,609,Na
540,ang3-siaN5,,甕城,;甕城;,,403,Na
541,ang3-tang3,,甕凍,;愚頑;,,435,
542,ang3-te2-hi3,ang3-toe2-hi3,甕底戲,;壓軸戲;,,913,Na
543,ang3-tok8,,甕毒,;陰毒;,,674,
544,ang3-tou7,,甕肚,;小氣;心地不良;陰毒;陰險;壞心眼;壞心腸;,,2649,Na;VH
545,ang5,,紅,;紅;當紅;,,932,VH
546,ang5-bah,,紅肉,;黃鰭鮪;,,941,
547,ang5-bah-a2,,紅肉仔,;紅檜;,,1567,Na
548,ang5-bah-chheng5,,紅肉榕,;雀榕;,,827,
549,ang5-bak8,,紅目,;火眼;紅眼;眼紅;眼饞;結膜炎;,,1383,Na;VH
550,ang5-bak8-chiau2,,紅目鳥,;朱連雀;,,2480,
551,ang5-bak8-kaiN5,,紅目睚,;曳絲大眼鯛;,,1507,
552,ang5-bak8-kau5,,紅目猴,;條紋二鬚巴;,,1484,
553,ang5-bak8-kiN5,,紅目墘,;角膜炎;紅眼症;結膜炎;,,1360,Na
554,ang5-bak8-kong2,,紅目管,;大眼鯛;,,1827,
555,ang5-bak8-lian5,,紅目鰱,;大眼鯛;曳絲大眼鯛;紅目大眼鯛;紅眼鱸;,,1825,
556,ang5-be2-thau5,,紅馬頭,;紅馬頭魚;,,2921,
557,ang5-bin5-chhng5,,紅眠床,;八腳眠床;,,1197,
558,ang5-bin7,,紅面,;赤紅面兒;紅面;,,1117,
559,ang5-bin7-be2,,紅面馬,;日本馬頭魚;紅馬頭魚;,,2852,
560,ang5-bin7-hoan,,紅面番,;紅面番;,,1187,
561,ang5-bo7-a2,,紅帽仔,;紅帽子;,,1813,
562,ang5-boe2,ang5-be2,紅尾,;藍圓參;,,1307,
563,ang5-bok8,,紅木,;水錦樹;紅木;,,1140,Na
564,ang5-bu5,,紅,;赤胸;,,616,
565,ang5-chang,,紅鯮,;赤鯮;,,582,
566,ang5-chau,,紅糟,;酒糟;,,626,Na
567,ang5-chau-phiN7,,紅糟鼻,;酒糟鼻;,,876,
568,ang5-chha5,,紅柴,;台灣樹蘭;厚皮香;紅柴;,,1588,
569,ang5-chhai3,,紅菜,;紅菜;紅鳳菜;茄子;蘿蔔;,,1158,Na
570,ang5-chhai3-thau5,,紅菜頭,;紅蘿蔔;胡蘿蔔;,,1651,Na
571,ang5-chhan5-ou,,紅田烏,;蓮子草;,,1337,
572,ang5-chheN,ang5-chhiN,紅星,;紅星;,,987,Na
573,ang5-chheng5,,紅松,;赤松;,,729,
574,ang5-chheng5-peh,,紅松柏,;台灣華山松;紅松柏;,,1939,
575,ang5-chhi,,紅蛆,;水蚤;,,768,
576,ang5-chhi3-chhang,,紅刺蔥,;食茱萸;越椒;,,1012,
577,ang5-chhiah,,紅赤,;赤紅;,,853,
578,ang5-chhiah-boe2,ang5-chhiah-be2,紅赤尾,;羅氏圓參;,,1571,
579,ang5-chhiah-chhiah,,紅赤赤,;赤紅;,,927,
580,ang5-chhiah-lin5-thou5,,紅赤仁土,;紅壤;,,1308,
581,ang5-chhiu7-m5,,紅樹梅,;楊梅;,,950,Nc
582,ang5-chhiu-kou,,紅秋姑,;紅帶海鯡鯉;紅魚;紅鰽魚;條紋緋鯉;,,1971,Na
583,ang5-chhun-chhiu7,,紅椿樹,;香椿;,,1013,Na
584,ang5-chi2-bi5,,紅紫薇,;百日紅;紫薇;,,1232,Na;Nb
585,ang5-chi2-sou,,紅紫蘇,;紫蘇;,,929,
586,ang5-chiau2-a2,,紅鳥仔,;朱雀;酒紅朱雀;,,2870,
587,ang5-chim5,,紅蟳,;紅蟳;螃蟹;,,857,Na
588,ang5-chio,,紅椒,;紅椒;,,718,Na
589,ang5-chio,,紅蕉,;紅蕉;美人蕉;,,1724,
590,ang5-chioh8-a2,,紅石仔,;紅寶石;,,1630,Na
591,ang5-chioh8-hoe,,紅石花,;石花菜;,,1533,Na
592,ang5-chiu2,,紅酒,;紅酒;,,908,
593,ang5-chng-a2,,紅磚仔,;紅磚;,,1559,Na
594,ang5-cho2,,紅棗,;紅棗;,,728,Na
595,ang5-cho5,,紅鰽,;松鯛;紫紅笛鯛;銀紋笛鯛;,,783,
596,ang5-cho5-hi5,ang5-cho5-hu5,紅鰽魚,;紅鰽魚;,,1050,
597,ang5-chu2-jin5,,紅子仁,;巴豆;,,1073,Na
598,ang5-chu-a2,,紅珠仔,;七日暈;,,2535,
599,ang5-chu-bok8,,紅珠木,;相思子;,,1949,Na
600,ang5-chu-chu,,紅朱朱,;紅咚咚;紅艷艷;,,1714,
601,ang5-chui2-kio5,,紅水茄,;刺茄;,,1310,
602,ang5-chu-le5,,紅珠螺,;紅螺;,,1824,
603,ang5-eN,,紅嬰,;產兒;,,606,
604,ang5-eN-a2,,紅嬰仔,;嬰兒;嬰孩;,,1547,Na
605,ang5-eng,,紅鶯,;大緋鳥;朱鸝;,,1297,
606,ang5-eng,,紅鷹,;紅隼;,,1055,
607,ang5-ge5,,紅牙,;紅潤;,,811,VH
608,ang5-ge5,,紅霓,;白裡透紅;紅潤;,,1027,VH
609,ang5-giam5-kong,,紅嚴公,;大眼鯛;,,1582,
610,ang5-gin5-chu,ang5-gun5-chu,紅銀朱,;丹砂;朱砂;珠砂;硃砂;,,1773,Na
611,ang5-gin5-chu-pit,ang5-gun5-chu-pit,紅銀朱筆,;朱筆;,,1963,
612,ang5-gu5-boe2,ang5-gu5-be2,紅牛尾,;牛尾魚;,,1694,
613,ang5-ha5,,紅霞,;紅霞;,,726,Na
614,Ang5-hai2,,紅海,;紅海;,,988,Nc
615,ang5-hai2-chhai3,,紅海菜,;石花菜;,,1191,Na
616,ang5-hai2-chit,,紅海鯽,;白頸赤尾冬;,,1514,
617,ang5-hak8,,紅學,;紅學;,,1529,Na
618,ang5-hang,,紅魟,;赤土魟;,,578,
619,ang5-hap8-hoe,,紅合花,;辣椒;,,1432,Na
620,ang5-hau7,,紅鱟,;旭蟹;,,563,
621,ang5-he5,,紅霞,;彤雲;紅霞;彩霞;晚霞;,,950,Na
622,ang5-he5-hoe,,紅蝦花,;紅蝦花;,,1469,
623,ang5-heng-chiau2,,紅胸鳥,;鴝鳥;,,2154,
624,ang5-hi5,ang5-hu5,紅魚,;紅姑魚;條紋緋鯉;,,1089,
625,ang5-hia7,,紅蟻,;紅蟻;,,660,
626,ang5-hioh8,,紅葉,;紅葉;,,959,Na
627,ang5-ho,,紅熇,;淡紅;,,1005,A
628,ang5-hoaN2,,紅幻,;粉紅;淡紅;,,760,A
629,ang5-hoan5,,紅礬,;砒霜;,,592,Na
630,ang5-hoe-bi2,,紅花米,;深紅;,,1471,
631,ang5-hoe-hi5,ang5-hoe-hu5,紅花魚,;石首魚;黃魚;,,1714,Na
632,ang5-hoe-khi7,,紅花柿,;山紅柿;,,1417,
633,ang5-hoe-tiam2,,紅花點,;紅斑;,,1444,Na
634,ang5-hoh8,,紅鶴,;朱鷺;紅鶴;,,900,
635,ang5-ho-ho,,紅熇熇,;鮮紅;,,974,VH
636,ang5-hong7-chhai3,,紅鳳菜,;紅菜;,,1038,
637,ang5-hun,,紅薰,;煙絲;旱煙;,,733,Na
638,ang5-hun5,,紅雲,;彤雲;,,728,Na
639,ang5-hut8-song,,紅佛桑,;扶桑花;,,904,
640,ang5-iam7,,紅艷,;鮮紅;,,641,VH
641,ang5-iam7-chheN-chhui3,ang5-iam7-chhiN-chhui3,紅艷青翠,;奼紫嫣紅;,,1290,VH
642,ang5-ioh8-chui2,,紅藥水,;汞溴紅;紅汞;紅藥水;,,1761,Na
643,ang5-iuN5,,紅楊,;苦瓜;,,722,Na
644,ang5-ji7,,紅字,;赤字;紅字;,,1146,Na
645,ang5-jiat8-peN7,ang5-jiat8-piN7,紅熱病,;紅熱病;猩紅熱;,,1202,Na
646,ang5-jin5,,紅仁,;蛋黃;,,791,Na
647,ang5-jin5-thou5,,紅仁土,;紅土;紅壤土;,,972,Na
648,ang5-kah-hah8,,紅甲箬,;番鵑;,,1856,
649,ang5-kak-chhi3,,紅角刺,;薊;,,891,b
650,ang5-kam,,紅甘,;紅甘參;紫青甘參;,,1246,
651,ang5-kam,,紅柑,;紅柑;,,836,
652,ang5-ka-tang,,紅茄苳,;五梨跤;紅茄苳;紅樹;,,2045,Na
653,ang5-ka-tiaN,,紅茄朾,;紅樹;,,1485,Na
654,ang5-kau2-bo2,ang5-kau2-bu2,紅狗母,;長條蛇鯔;,,1637,
655,ang5-kau2-chan,,紅九層,;台灣柯;,,1507,
656,ang5-kau2-chan,,紅校欑,;台灣木欑;,,1280,
657,ang5-kau2-hia7,,紅蚼蟻,;紅蟻;,,869,
658,ang5-kau3-chan,,紅校欑,;台灣柯;,,1374,
659,ang5-kau7-khak,,紅厚殼,;瓊崖海棠;,,959,
660,ang5-ke,ang5-koe,紅雞,;黑鯛;,,1176,
661,ang5-ke-a2,ang5-koe-a2,紅雞仔,;赤鰭笛鯛;隆背笛鯛;,,2090,
662,ang5-ke-iu5,ang5-koe-iu5,紅雞油,;榔榆;,,1219,
663,ang5-ke-jiu5,ang5-koe-jiu5,紅雞榆,;榔榆;,,1055,
664,ang5-ke-kang,ang5-koe-kang,紅雞公,;濱鯛;,,1352,
665,ang5-kha-a2,,紅腳仔,;台灣山鷓鴣;藍腹鷴;,,2513,
666,ang5-kha-chiau2,,紅腳鳥,;紅腳秧雞;緋秧雞;,,2864,
667,ang5-khau2-tin5,,紅口藤,;雞血藤;,,912,
668,ang5-kha-ut8,,紅腳鷸,;赤足鷸;,,1230,
669,ang5-khi7,,紅柿,;台東柿;柿子;,,988,Na
670,ang5-ki3,,紅痣,;朱砂痣;硃砂痣;,,596,Na
671,ang5-ki3-ki3,,紅記記,;紅咚咚;,,874,
672,ang5-ki5,,紅旗,;紅旗;,,846,Na
673,ang5-ki-ki,,紅吱吱,;紅樸樸;紅咚咚;,,943,
674,ang5-kin,ang5-kun,紅筋,;血管;青筋;,,1049,Na
675,ang5-kio5,,紅茄,;紅茄;茄子;,,902,Na
676,ang5-kio7,,紅轎,;花轎;彩轎;,,771,Na
677,ang5-kioh,,紅腳,;紅角兒;,,1139,
678,ang5-koah,,紅葛,;地錦;,,692,
679,ang5-koe3,,紅檜,;紅檜;,,2839,Na
680,ang5-koe5-hi5,ang5-koe5-hu5,紅鮭魚,;紅帶參;,,1648,
681,ang5-koe-hi5,ang5-koe-hu5,紅瓜魚,;大黃魚;小黃魚;黃花魚;黃魚;,,2307,Na
682,ang5-kok-tan,,紅閣丹,;孤挺花;,,1198,
683,ang5-kong3-kong3,,紅貢貢,;紅咚咚;,,758,
684,ang5-kou-hi5,ang5-kou-hu5,紅姑魚,;金線魚;,,1195,
685,ang5-ku,,紅龜,;紅龜;,,831,
686,ang5-kui-a2,,紅kui仔,;野鴝;,,1408,
687,ang5-ku-ke2,ang5-ku-koe2,紅龜粿,;紅龜;,,2622,
688,ang5-kun,,紅軍,;紅軍;,,871,Na
689,ang5-kut-choa5,,紅骨蛇,;台灣何首烏;印度牛膝;地錦;南五味子;黑點珍珠菜;雞屎藤;,,2737,
690,ang5-kut-teng2,,紅骨頂,;紅冠水雞;,,1349,
691,ang5-la5-pak8,,紅蘿蔔,;胡蘿蔔;,,778,Na
692,ang5-lam5,,紅楠,;紅楠;,,677,
693,ang5-lang5,,紅人,;紅人;,,3315,Na
694,Ang5-lau5-bang7,,紅樓夢,;紅樓夢;,,1224,Nb
695,ang5-le5,,紅螺,;紅螺;,,762,
696,ang5-lek8-a2,,紅礫仔,;日本擬隆頭魚;竹葉鸚鯛;隆頭魚;,,2135,
697,ang5-lek8-teng,,紅綠燈,;紅綠燈;,,1362,Na
698,ang5-li7,,紅利,;紅利;,,927,Na
699,ang5-lian5-hi5,ang5-lian5-hu5,紅鰱魚,;鮭魚;,,1017,Na
700,ang5-lin5-thou5,,紅仁土,;肥沃土壤;紅壤;,,1163,
701,ang5-liok8,,紅蓼,;水蓼;,,849,
702,ang5-lip8,,紅鴗,;赤翡翠;,,536,
703,ang5-me2-a2,,紅猛仔,;紅萵苣;,,1418,
704,ang5-mi5,,紅棉,;木棉;,,680,Na
705,ang5-mng5,,紅毛,;紅毛;,,915,Na
706,ang5-mng5-be2,,紅毛碼,;羅馬數字;,,1210,Na
707,ang5-mng5-heng7,,紅毛莧,;紅毛莧;,,899,
708,ang5-mng5-hoe,ang5-mng5-he,紅毛灰,;水泥;,,1448,Na
709,ang5-mng5-thou5,,紅毛土,;水泥;洋灰;,,1292,Na
710,ang5-mou-chhau2,,紅毛草,;金絲草;,,1010,
711,ang5-mou-hoe,ang5-mou-he,紅毛灰,;洋灰;水泥;,,1378,Na
712,ang5-niau,,紅貓,;平頷;粗首;,,806,
713,ang5-niu5,,紅娘,;紅娘;,,817,Na
714,ang5-niu5-a2,,紅娘仔,;紅簾魚;,,1605,
715,ang5-nng7,,紅卵,;紅蛋;,,902,
716,ang5-ou-thiap,,紅烏帖,;紅白帖子;,,1285,
717,ang5-pan,,紅斑,;紅斑;,,712,Na
718,ang5-pau,,紅包,;折干;紅包;賞封;壓歲錢;,,1430,Na
719,ang5-pau-chhiu7,,紅包樹,;木蠟樹;,,946,
720,ang5-peh-kak,ang5-poeh-kak,紅八角,;大茴香;,,1949,
721,ang5-pha3-pha3,ang5-pha7-pha7,紅泡泡,;紅咚咚;,,728,
722,ang5-phaN3-phaN3,,紅冇冇,;紅火;紅艷艷;紅咚咚;,,803,Na
723,ang5-phian3,,紅片,;名片;,,782,Na
724,ang5-phiN7,,紅鼻,;酒糟鼻;,,762,
725,ang5-phiN7-thau5,,紅鼻頭,;石榴鼻;酒糟鼻;,,1531,
726,ang5-phoe5-chhai3,ang5-phe5-chhai3,紅皮菜,;茄子;,,1028,Na
727,ang5-phoe5-kho,ang5-phe5-kho,紅皮柯,;鉤栗;,,782,
728,ang5-phoe5-sio,ang5-phe5-sio,紅皮燒,;鉤栗;,,915,
729,ang5-pi-moa5,,紅蓖麻,;蓖麻;,,735,
730,ang5-po2-chioh8,,紅寶石,;紅寶石;,,1063,Na
731,ang5-poaN2,,紅魬,;魬鯛;,,450,
732,ang5-poaN5,,紅盤,;紅盤;,,763,Na;s
733,ang5-sam,,紅杉,;紅杉;紅豆杉;,,741,Na
734,ang5-sam-chhit,,紅三七,;蚌蘭;,,1523,
735,ang5-sek,,紅色,;紅色;,,1125,Na
736,ang5-si3-kio7,,紅四轎,;花轎;,,1245,Na
737,ang5-si-chhng,,紅絲瘡,;淋巴管炎;,,969,
738,ang5-sim,,紅心,;紅心;,,1382,Na
739,ang5-sim-a2,,紅心仔,;七日暈;,,2100,
740,ang5-sim-peh,,紅心柏,;圓柏;,,1499,
741,ang5-sio,,紅燒,;紅燒;,,1036,VC
742,ang5-sip8-ji7,,紅十字,;紅十字;,,1900,Na
743,Ang5-sip8-ji7-hoe7,,紅十字會,;紅十字會;,,4008,Nb
744,ang5-si-teng,,紅絲疔,;淋巴管炎;,,1083,
745,ang5-siu3-kiu5,,紅繡球,;矮仙丹;,,745,
746,ang5-soa,,紅鯊,;紅鯊;,,849,
747,ang5-soa-hi5,ang5-soa-hu5,紅沙魚,;赤鰭笛鯛;,,1063,
748,ang5-soaN3-chhau2,,紅線草,;紅藤仔草;,,1143,
749,ang5-sun5,,紅巡,;巡;紅條;,,830,VC
750,ang5-tam7,,紅淡,;台灣楊桐;厚皮香;,,1348,
751,ang5-tam7-pi2,,紅淡比,;紅淡比;森氏紅淡比;,,1141,
752,ang5-tang5,,紅銅,;赤銅;紅銅;純銅;,,846,Na
753,ang5-tau7,,紅豆,;赤小豆;紅豆;海紅豆;,,1248,Na
754,ang5-tau7-sam,,紅豆杉,;紅豆杉;,,846,
755,ang5-te5,,紅茶,;紅茶;,,1033,Na
756,ang5-tek,,紅竹,;朱蕉;紅竹;,,984,
757,ang5-tek-chat,,紅竹節,;紅竹蛇;,,1133,
758,ang5-tek-choa5,,紅竹蛇,;紅竹蛇;,,1098,
759,ang5-teng,,紅燈,;紅燈;,,933,Na
760,ang5-teng-a2,,紅丁仔,;條紋緋鯉;,,1497,
761,ang5-thau5,,紅頭,;杜氏鸚哥魚;,,1264,
762,ang5-thau5-a2,,紅頭仔,;紅頭山雀;,,2253,
763,ang5-thau5-su7,,紅頭嶼,;蘭嶼;,,1597,Nc
764,ang5-thng5,,紅糖,;紅糖;,,811,Na
765,ang5-tho5,,紅桃,;桃樹;,,652,Na
766,ang5-thou5,,紅土,;紅土;,,894,Na
767,ang5-thou5-chu,,紅土朱,;紅土;鐵丹;,,1988,Na
768,ang5-thou5-leng5,,紅土龍,;鱸鰻;,,1180,
769,ang5-thui2-a2,,紅腿仔,;野鴨;綠頭鴨;,,1527,Na
770,ang5-ti3-choa5,,紅蒂蛇,;獼猴桃;,,922,
771,ang5-ti-bo2,ang5-tu-bu2,紅豬母,;赤腹遊蛇;,,1795,
772,ang5-tiu-tiu,,紅丟丟,;紅咚咚;紅通通;,,806,VH
773,ang5-toaN5,,紅檀,;紫檀;,,508,
774,ang5-tou7-koan,,紅杜鵑,;杜鵑花;,,1047,Na
775,ang5-tou7-pi,,紅杜蓖,;蓖麻;,,720,
776,ang7-siaN,,旺聲,;提高嗓門;揚言;,,1134,VE
777,ang-a2,,尪仔,;人物畫;玩偶;洋娃娃;偶人;偶像;圖畫;,,3416,Na
778,ang-a2-bin7,,尪仔面,;瓜子臉;娃娃臉;面具;假面具;,,1846,Na
779,ang-a2-bou2,,翁仔某,;小倆口;夫妻;夫妻倆;兩口子;夫婦;,,2150,Nh;Na
780,ang-a2-chheh,,尪仔冊,;小人兒書;連環畫;圖畫書;漫畫書;,,3091,Na
781,ang-a2-chhut,,尪仔出,;戲出兒;,,1862,
782,ang-a2-chia2,,翁仔姐,;夫妻;夫婦;伉儷;,,1450,Nh;Na
783,ang-a2-chia2-a2,,翁仔姐仔,;公母倆;,,1490,
784,ang-a2-jin5,,尪仔仁,;眸子;瞳孔;,,1378,Na
785,ang-a2-kio7,,尪仔轎,;神轎;,,1134,
786,ang-a2-lin5,,尪仔仁,;眸子;,,1366,Na
787,ang-a2-mih8,,尪仔物,;玩具;,,2163,Na
788,ang-a2-phiau,,尪仔標,;紙牌;商標;商標玩具;,,2069,Na
789,ang-a2-piau,,尪仔標,;商標;商標玩具;,,1964,Na
790,ang-a2-thau5,,尪仔頭,;扮相;瞳人;瞳孔;臉蛋兒;,,3009,Na
791,ang-a2-tou5,,尪仔圖,;人物畫;漫畫;,,2183,Na
792,ang-bou2,,翁某,;夫妻;夫婦;伉儷;,,681,Nh;Na
793,ang-bou2-a2,,翁某仔,;公母倆;公婆;兩口子;,,1950,Na
794,ang-chia2-a2,,翁姐仔,;伉儷;,,1315,Nh
795,ang-i5,,尪姨,;女巫;巫婆;靈媒;神婆;,,861,Na
796,ang-i5-po5,,尪姨婆,;女巫;,,854,Na
797,ang-ke3-toh,,尪架桌,;神明桌;,,1057,
798,ang-keh-toh,,尪閣桌,;供桌;神明桌;神桌;,,1317,Na
799,ang-lian5,,尪聯,;神聯;,,488,
800,ang-po5,,尪婆,;女巫;巫婆;,,586,Na
801,ang-po5,,翁婆,;夫妻;老夫婦;,,660,Na
802,ang-sai3,,翁婿,;丈夫;女婿;夫婿;,,841,Na
803,an-gui5,,安危,;安危;,,541,Na
